Date,RBRP11,VRTA11,HSML11
2021-06-02,85.5,111.37000274658203,90.0
2021-06-04,86.27999877929688,111.80000305175781,90.44999694824219
2021-06-07,86.69999694824219,112.25,90.79000091552734
2021-06-08,85.9000015258789,112.11000061035156,90.0999984741211
2021-06-09,85.1500015258789,112.16000366210938,90.75
2021-06-10,84.55000305175781,111.05000305175781,90.94000244140625
2021-06-11,84.36000061035156,111.55000305175781,91.0
2021-06-14,82.9000015258789,111.4000015258789,90.80000305175781
2021-06-15,81.51000213623047,111.94000244140625,90.31999969482422
2021-06-16,82.1500015258789,111.94999694824219,90.4000015258789
2021-06-17,82.01000213623047,111.62000274658203,90.5999984741211
2021-06-18,82.69999694824219,111.69999694824219,90.69000244140625
2021-06-21,81.69999694824219,111.5,91.48999786376953
2021-06-22,81.2300033569336,111.44999694824219,90.4000015258789
2021-06-23,80.48999786376953,111.30000305175781,90.2699966430664
2021-06-24,80.0,111.4000015258789,90.97000122070312
2021-06-25,77.0,107.9000015258789,88.69999694824219
2021-06-28,75.69999694824219,106.0,87.9000015258789
2021-06-29,82.81999969482422,109.58999633789062,88.26000213623047
2021-06-30,79.9000015258789,109.5999984741211,89.4000015258789
2021-07-01,79.98999786376953,107.37000274658203,87.51000213623047
2021-07-02,80.97000122070312,105.5,89.58999633789062
2021-07-05,79.62999725341797,105.91999816894531,88.76000213623047
2021-07-06,80.0,105.94999694824219,88.5999984741211
2021-07-07,80.4000015258789,106.95999908447266,85.7300033569336
2021-07-08,79.5,106.87999725341797,85.16000366210938
2021-07-12,82.7300033569336,109.16000366210938,86.9000015258789
2021-07-13,83.87000274658203,110.88999938964844,87.41000366210938
2021-07-14,84.44000244140625,111.04000091552734,87.38999938964844
2021-07-15,84.44999694824219,111.86000061035156,87.44000244140625
2021-07-16,84.33999633789062,112.0,87.98999786376953
2021-07-19,83.51000213623047,112.4000015258789,88.44999694824219
2021-07-20,83.8499984741211,111.9800033569336,87.9000015258789
2021-07-21,84.5,112.08000183105469,87.2699966430664
2021-07-22,83.94999694824219,111.9800033569336,87.43000030517578
2021-07-23,82.5199966430664,112.29000091552734,87.02999877929688
2021-07-26,80.52999877929688,111.05000305175781,86.5
2021-07-27,79.5199966430664,111.69000244140625,86.5
2021-07-28,79.5999984741211,111.73999786376953,86.12999725341797
2021-07-29,80.05999755859375,111.73999786376953,86.19999694824219
2021-07-30,81.5999984741211,112.9800033569336,86.7300033569336
2021-08-02,80.54000091552734,110.02999877929688,85.69999694824219
2021-08-03,80.08000183105469,109.66000366210938,85.19000244140625
2021-08-04,80.0,109.5999984741211,85.27999877929688
2021-08-05,80.0,109.44999694824219,84.30999755859375
2021-08-06,79.80000305175781,109.0999984741211,84.33000183105469
2021-08-09,77.5999984741211,109.11000061035156,83.86000061035156
2021-08-10,77.05000305175781,108.7300033569336,82.79000091552734
2021-08-11,76.4000015258789,106.55000305175781,81.77999877929688
2021-08-12,75.0,105.91999816894531,80.94000244140625
2021-08-13,77.7699966430664,107.19999694824219,81.0
2021-08-16,77.5,107.88999938964844,80.0
2021-08-17,75.01000213623047,107.63999938964844,79.98999786376953
2021-08-18,75.01000213623047,107.36000061035156,79.52999877929688
2021-08-19,74.08999633789062,107.4000015258789,78.76000213623047
2021-08-20,74.0,107.33999633789062,79.18000030517578
2021-08-23,74.37000274658203,107.9000015258789,82.0
2021-08-24,76.30000305175781,107.51000213623047,81.22000122070312
2021-08-25,75.4800033569336,108.0,80.0199966430664
2021-08-26,75.30999755859375,107.75,79.12999725341797
2021-08-27,75.94000244140625,107.80000305175781,81.0
2021-08-30,78.05000305175781,108.0,81.52999877929688
2021-08-31,79.86000061035156,108.04000091552734,80.98999786376953
2021-09-01,76.69000244140625,107.44000244140625,81.56999969482422
2021-09-02,75.8499984741211,107.4000015258789,81.55999755859375
2021-09-03,75.7699966430664,107.8499984741211,81.01000213623047
2021-09-06,75.69999694824219,107.93000030517578,80.13999938964844
2021-09-08,76.5,107.0199966430664,80.19999694824219
2021-09-09,77.12000274658203,107.76000213623047,80.30000305175781
2021-09-10,77.0,107.47000122070312,80.54000091552734
2021-09-13,75.61000061035156,107.88999938964844,81.37999725341797
2021-09-14,75.61000061035156,107.81999969482422,81.5999984741211
2021-09-15,73.58999633789062,108.80000305175781,81.5999984741211
2021-09-16,73.87999725341797,108.5,81.51000213623047
2021-09-17,75.0999984741211,108.30000305175781,81.25
2021-09-20,73.80000305175781,106.19999694824219,80.37999725341797
2021-09-21,73.44000244140625,106.81999969482422,80.01000213623047
2021-09-22,74.0999984741211,107.19999694824219,80.5
2021-09-23,75.19999694824219,107.68000030517578,80.31999969482422
2021-09-24,76.4000015258789,108.4000015258789,80.31999969482422
2021-09-27,76.06999969482422,108.72000122070312,80.0999984741211
2021-09-28,74.98999786376953,108.73999786376953,79.75
2021-09-29,74.30000305175781,108.4000015258789,79.5999984741211
2021-09-30,74.26000213623047,109.0,79.98999786376953
2021-10-01,75.19999694824219,108.19999694824219,79.41999816894531
2021-10-04,75.9000015258789,108.25,79.18000030517578
2021-10-05,76.0,108.0999984741211,78.98999786376953
2021-10-06,75.98999786376953,108.58999633789062,78.36000061035156
2021-10-07,74.33000183105469,108.0,78.80000305175781
2021-10-08,73.18000030517578,108.69999694824219,79.69999694824219
2021-10-11,74.0199966430664,108.68000030517578,79.58999633789062
2021-10-13,74.58999633789062,109.18000030517578,79.87000274658203
2021-10-14,75.05000305175781,109.5,79.94999694824219
2021-10-15,75.41999816894531,109.98999786376953,80.0
2021-10-18,75.33000183105469,109.9800033569336,80.80000305175781
2021-10-19,75.91000366210938,109.5,80.41000366210938
2021-10-20,76.48999786376953,110.0,80.19999694824219
2021-10-21,75.75,107.98999786376953,79.04000091552734
2021-10-22,75.13999938964844,107.98999786376953,77.83000183105469
2021-10-25,74.44000244140625,107.98999786376953,78.56999969482422
2021-10-26,73.68000030517578,106.83000183105469,78.43000030517578
2021-10-27,73.0999984741211,106.88999938964844,78.30000305175781
