Date,ITSA4,SULA11,SAPR11,ALUP11,NEOE3,PNVL3,BBSE3,CPLE6
2020-12-17,11.418540954589844,42.02987289428711,25.084680557250977,26.146728515625,16.58544158935547,20.72697639465332,29.042678833007812,5.778967380523682
2020-12-18,11.31091022491455,41.55076217651367,25.553821563720703,25.82715606689453,16.918519973754883,20.796464920043945,28.409231185913086,5.7773566246032715
2020-12-21,11.13478946685791,41.06226348876953,25.70701026916504,25.66252899169922,16.59523582458496,20.5284423828125,27.804574966430664,5.765275478363037
2020-12-22,11.154356956481934,40.291934967041016,25.6878604888916,25.391376495361328,16.62462615966797,20.4986629486084,27.9869327545166,5.825682640075684
2020-12-23,11.418540954589844,40.470428466796875,26.51125144958496,25.57537269592285,16.830350875854492,21.044633865356445,27.95813751220703,6.0012664794921875
2020-12-28,11.545738220214844,40.639522552490234,26.83677864074707,25.720632553100586,17.08506202697754,21.203460693359375,28.534000396728516,6.141411304473877
2020-12-29,11.61423110961914,42.07684326171875,26.55912208557129,25.79810333251953,17.104652404785156,21.640235900878906,28.850725173950195,6.108681678771973
2020-12-30,11.477246284484863,41.42863845825195,25.055957794189453,25.991785049438477,17.261398315429688,21.640235900878906,28.438024520874023,6.2917070388793945
2021-01-04,11.301125526428223,40.14162826538086,24.683486938476562,25.79810333251953,17.398548126220703,21.064495086669922,28.207677841186523,6.183403015136719
2021-01-05,11.213066101074219,40.010108947753906,23.707853317260742,25.66252899169922,17.49651336669922,21.05451774597168,27.679805755615234,6.090211391448975
2021-01-06,11.43810749053955,39.16462707519531,23.415164947509766,25.459165573120117,17.418140411376953,20.844968795776367,27.22871208190918,6.097767353057861
2021-01-07,11.897982597351074,38.70972442626953,23.12247657775879,25.033071517944336,17.09049415588379,20.505701065063477,27.804574966430664,5.939089298248291
2021-01-08,11.86862850189209,40.293949127197266,22.995643615722656,25.63347625732422,17.884017944335938,20.755163192749023,28.66836929321289,6.155697345733643
2021-01-11,11.594661712646484,39.992191314697266,23.04442596435547,25.342958450317383,17.626123428344727,20.93477439880371,28.07331085205078,5.819031715393066
2021-01-12,11.682721138000488,40.00162124633789,22.84929847717285,25.284854888916016,17.735231399536133,21.124366760253906,28.25566864013672,5.6309685707092285
2021-01-13,11.565306663513184,40.218509674072266,22.937105178833008,25.87557601928711,18.211345672607422,21.1543025970459,28.39003562927246,5.4907612800598145
2021-01-14,11.819704055786133,40.39767837524414,23.259063720703125,26.243568420410156,18.429563522338867,21.912662506103516,28.773942947387695,5.629289627075195
2021-01-15,11.359832763671875,39.765872955322266,23.239551544189453,26.698713302612305,18.647783279418945,22.710939407348633,28.169288635253906,5.541974067687988
2021-01-18,11.379402160644531,39.35095977783203,23.12247657775879,26.37914276123047,18.320453643798828,22.94044303894043,27.881357192993164,5.479007720947266
2021-01-19,11.203279495239258,38.756874084472656,22.820030212402344,26.040203094482422,18.171669006347656,22.45149803161621,27.67020606994629,5.456338882446289
2021-01-20,11.027158737182617,38.568275451660156,22.185869216918945,25.68189811706543,17.96337127685547,22.212017059326172,27.497447967529297,5.468093395233154
2021-01-21,10.802114486694336,38.22880172729492,21.580978393554688,25.246118545532227,17.764989852905273,21.962554931640625,27.631816864013672,5.564642906188965
2021-01-22,10.645563125610352,37.7667350769043,21.132186889648438,24.64571189880371,17.477338790893555,21.5833740234375,27.276700973510742,5.483205318450928
2021-01-26,10.411067008972168,37.8044548034668,21.063892364501953,24.21961784362793,17.209524154663086,21.902685165405273,27.305496215820312,5.344676494598389
2021-01-27,10.34244441986084,38.02134323120117,21.473657608032227,24.926546096801758,17.23927879333496,21.29399871826172,26.873598098754883,5.448782444000244
2021-01-28,10.754181861877441,38.681434631347656,21.502927780151367,25.178329467773438,18.052642822265625,21.453655242919922,27.094343185424805,5.554568290710449
2021-01-29,10.401264190673828,38.1816520690918,21.54195213317871,24.781288146972656,17.92369270324707,21.42371940612793,26.54727554321289,5.480686187744141
2021-02-01,10.577722549438477,37.31410217285156,21.2395076751709,24.800655364990234,18.042722702026367,21.443675994873047,26.921585083007812,5.4907612800598145
2021-02-02,10.597331047058105,37.11607360839844,21.688297271728516,25.178329467773438,18.627944946289062,21.453655242919922,27.151931762695312,5.557926654815674
2021-02-03,10.607132911682129,38.16279220581055,21.59073257446289,25.071805953979492,18.84616470336914,21.643245697021484,27.209516525268555,5.543653964996338
2021-02-04,10.607132911682129,37.32353210449219,21.268774032592773,24.72318458557129,18.866003036499023,20.994647979736328,27.142333984375,5.653636932373047
2021-02-05,10.548314094543457,37.82331466674805,21.756589889526367,24.91686248779297,18.707298278808594,21.13434410095215,27.372678756713867,5.703171253204346
2021-02-08,10.391461372375488,37.52156066894531,21.395606994628906,24.820022583007812,18.76681137084961,20.93477439880371,26.959976196289062,5.692256927490234
2021-02-09,10.479691505432129,36.77659606933594,21.99074363708496,24.8297061920166,18.548593521118164,20.944753646850586,27.430265426635742,5.616695880889893
2021-02-10,10.411067008972168,36.07878494262695,21.43463134765625,24.7135009765625,19.02470588684082,20.545616149902344,27.564632415771484,5.566321849822998
2021-02-11,10.430675506591797,36.1730842590332,21.639514923095703,24.732868194580078,18.697378158569336,20.695293426513672,27.487850189208984,5.639364242553711
2021-02-12,10.391461372375488,35.6827278137207,21.33707046508789,24.490768432617188,18.568429946899414,20.43585205078125,27.337665557861328,5.531899929046631
2021-02-18,10.146379470825195,35.38097381591797,20.78095817565918,24.326141357421875,17.96337127685547,19.877059936523438,26.99606704711914,5.296821594238281
2021-02-19,10.048347473144531,34.90947723388672,20.458999633789062,24.326141357421875,17.675718307495117,19.51783561706543,27.005826950073242,5.311094284057617
2021-02-22,9.587594032287598,34.654869079589844,20.380949020385742,24.11309242248535,17.328550338745117,19.09874153137207,25.94198989868164,5.049149036407471
2021-02-23,10.313034057617188,34.079647064208984,20.263874053955078,23.822574615478516,17.457500457763672,19.25839614868164,26.185989379882812,5.133105754852295
2021-02-24,10.215001106262207,34.305965423583984,20.195581436157227,23.880678176879883,17.16984748840332,19.238441467285156,25.902950286865234,5.163330554962158
2021-02-25,9.911100387573242,32.92919921875,19.746789932250977,23.47395133972168,16.743328094482422,19.078784942626953,25.327112197875977,5.047470569610596
2021-02-26,9.754250526428223,31.165807723999023,19.258974075317383,22.844491958618164,16.217620849609375,18.75947380065918,24.81959342956543,4.918177127838135
2021-03-01,9.449735641479492,31.06207847595215,19.054092407226562,22.747652053833008,15.582801818847656,18.579862594604492,24.204715728759766,4.95259952545166
2021-03-02,9.724780082702637,31.13751983642578,19.26873016357422,22.43776512145996,15.86053466796875,18.330402374267578,24.194957733154297,5.0785346031188965
2021-03-03,9.813186645507812,30.72260284423828,19.47361183166504,22.379663467407227,16.088672637939453,18.250574111938477,24.029037475585938,5.038234710693359
2021-03-04,10.029293060302734,30.496286392211914,19.95167350769043,22.9606990814209,16.842517852783203,18.90915298461914,23.911916732788086,5.276671886444092
2021-03-05,10.18646240234375,31.646732330322266,19.678495407104492,23.357744216918945,16.574705123901367,18.90915298461914,24.546314239501953,5.130587100982666
